source,target_x,target_y,gaze_x,gaze_y,error
balloon_pop,0.5,0.5,0.616632033058858,0.531213736039876,0.120737
balloon_pop,0.5,0.5,0.616632033058858,0.5374674980733388,0.122502
balloon_pop,0.5,0.5,0.6133027838427634,0.5428800833772991,0.121145
balloon_pop,0.5,0.5,0.6133027838427634,0.5465843938494261,0.122506
balloon_pop,0.5,0.5,0.6089395466444486,0.5465843938494261,0.118482
balloon_pop,0.5,0.5,0.6025825898913606,0.5465843938494261,0.112665
balloon_pop,0.5,0.5,0.5945992370831348,0.5425156909011073,0.103714
balloon_pop,0.5,0.5,0.5855736910914997,0.5331419150289163,0.091767
balloon_pop,0.5,0.5,0.5809492320407429,0.5189628024603552,0.083141
balloon_pop,0.5,0.5,0.5779120308894884,0.5057388632675129,0.078123
balloon_pop,0.5,0.5,0.5779120308894884,0.49444908452485703,0.07811
balloon_pop,0.5,0.5,0.5779120308894884,0.4842120271432022,0.079496
balloon_pop,0.5,0.5,0.5845946037428206,0.47112239169667847,0.089388
balloon_pop,0.5,0.5,0.5969864474526292,0.45569854275304555,0.106625
balloon_pop,0.5,0.5,0.6068201708546221,0.4370589622369707,0.123984
balloon_pop,0.5,0.5,0.6139112045740718,0.41520266025173735,0.142008
balloon_pop,0.5,0.5,0.6209041189283947,0.39906523487509205,0.157498
balloon_pop,0.5,0.5,0.6209041189283947,0.3910606680260482,0.162744
